Upload Driver Camera Feed (Eye Image),SVM System Diagnosis,timestamp
.gradio\flagged\Upload Driver Camera Feed (Eye Image)\6844e5327df5c2b17d38\closed_eye.jpg,🟢 DRIVER AWAKE (EYES OPEN),2026-05-07 01:22:37.207544
